#insert_number found notfound insert
384750 1.31256 1.31263 1.82174
389500 1.31865 1.31887 1.84221
394250 1.32489 1.32521 1.86311
399000 1.3316 1.33181 1.8848
403750 1.33833 1.33848 1.90714
408500 1.3452 1.34526 1.93035
413250 1.35167 1.35195 1.95325
418000 1.35892 1.35903 1.97804
422750 1.36615 1.36617 2.00274
427500 1.37336 1.37336 2.02777
432250 1.38052 1.38061 2.05408
437000 1.38795 1.38803 2.08018
441750 1.39586 1.39575 2.10801
446500 1.40336 1.40335 2.13562
451250 1.41127 1.41121 2.16357
456000 1.41919 1.41915 2.19157
460750 1.42708 1.42715 2.22132
465500 1.43497 1.43523 2.25183
470250 1.44336 1.44362 2.28331
475000 1.45253 1.45245 2.31563
479750 1.46094 1.46101 2.34883
484500 1.46988 1.46991 2.38544
489250 1.47893 1.47894 2.42065
494000 1.488 1.48807 2.45717
498750 1.49723 1.49737 2.49475
503500 1.50731 1.50718 2.53486
508250 1.5169 1.51684 2.5731
513000 1.5268 1.52675 2.61358
517750 1.53705 1.53693 2.65615
522500 1.54768 1.54741 2.69951
527250 1.55846 1.55807 2.74157
532000 1.56937 1.56891 2.78936
536750 1.57996 1.57967 2.83473
541500 1.59094 1.59075 2.88315
546250 1.60194 1.60193 2.93338
551000 1.61385 1.61373 2.98537
555750 1.62577 1.62565 3.03894
560500 1.63825 1.63799 3.09587
565250 1.65081 1.6505 3.15407
570000 1.66367 1.66329 3.21239
574750 1.67738 1.6767 3.27257
579500 1.69142 1.69043 3.3369
584250 1.70528 1.70419 3.4033
589000 1.71837 1.71762 3.47196
593750 1.73207 1.73154 3.54055
598500 1.74706 1.74637 3.61257
603250 1.76218 1.76141 3.68916
608000 1.77852 1.77734 3.77193
612750 1.79517 1.79362 3.85564
617500 1.8105 1.80923 3.93468
622250 1.82709 1.82578 4.02705
627000 1.84418 1.8428 4.12064
631750 1.86222 1.86058 4.21767
636500 1.88067 1.8788 4.31904
641250 1.89862 1.89687 4.41465
646000 1.91772 1.91585 4.51876
650750 1.93697 1.93511 4.62921
655500 1.95633 1.95463 4.74018
660250 1.97783 1.97574 4.85863
665000 1.99969 1.99729 4.99099
669750 2.02117 2.01881 5.11472
674500 2.04416 2.04154 5.25497
679250 2.0663 2.06391 5.39779
684000 2.08982 2.08744 5.54058
688750 2.11594 2.11298 5.69773
693500 2.14277 2.13927 5.86053
698250 2.16921 2.16553 6.02751
703000 2.19681 2.19286 6.21177
707750 2.22379 2.22002 6.39732
712500 2.25186 2.2482 6.58675
717250 2.28251 2.27851 6.78748
722000 2.31242 2.30857 7.01181
726750 2.34289 2.33932 7.22862
731500 2.37456 2.37124 7.47983
736250 2.40658 2.40372 7.72943
741000 2.44173 2.43882 8.00485
745750 2.47774 2.4749 8.29232
750500 2.51744 2.51409 8.57514
755250 2.55714 2.55366 8.89066
760000 2.59963 2.59572 9.20771
764750 2.64194 2.63805 9.56948
769500 2.68416 2.68071 9.91642
774250 2.73092 2.72729 10.3173
779000 2.778 2.77456 10.7478
783750 2.82926 2.82556 11.2595
788500 2.88355 2.87943 11.8094
793250 2.93877 2.93455 12.2793
798000 2.99409 2.99029 12.8893
802750 3.05628 3.05205 13.5352
807500 3.11701 3.11323 14.2198
812250 3.18738 3.18282 14.9525
817000 3.26048 3.25531 15.6924
821750 3.33279 3.32784 16.4813
826500 3.41331 3.40784 17.4161
831250 3.49473 3.48936 18.3844
836000 3.58189 3.57645 19.4564
840750 3.67206 3.66689 20.5226
845500 3.77386 3.76803 21.8566
850250 3.87425 3.86894 23.2189
855000 3.98877 3.98288 24.7654
859750 4.11039 4.10401 26.5297
864500 4.23792 4.23141 28.3683
869250 4.37295 4.36654 30.6144
874000 4.52034 4.51375 32.9583
878750 4.6811 4.67409 35.723
883500 4.85204 4.84495 38.7374
888250 5.04841 5.04003 42.1405
893000 5.24663 5.23865 45.8881
897750 5.47304 5.46446 50.2264
902500 5.72649 5.71682 56.1069
907250 6.02177 6.0095 62.368
912000 6.3251 6.31236 69.0119
916750 6.66056 6.64756 77.401
921500 7.06716 7.05151 87.0129
926250 7.51264 7.49531 98.726
931000 8.02557 8.00614 113.18
935750 8.60697 8.58593 132.807
940500 9.27313 9.25096 153.026
945250 10.0302 10.0083 174.748
950000 10.9199 10.8987 206.116
954750 11.5903 11.5718 119.995
959500 12.1001 12.0813 108.406
964250 12.5572 12.5382 97.1466
969000 12.9742 12.9533 98.9999
973750 13.3657 13.3474 89.497
978500 13.7598 13.7432 86.1071
983250 14.1275 14.112 88.2409
988000 14.4827 14.4665 83.5049
992750 14.8111 14.7976 80.2823
997500 15.1389 15.126 82.5944
1002250 15.4828 15.469 82.0544
1007000 15.8178 15.8025 79.2055
1011750 16.1322 16.1144 77.3972
1016500 16.4704 16.45 81.8859
1021250 16.8008 16.7814 83.0712
1026000 17.1093 17.0925 80.7781
1030750 17.4312 17.4114 79.4859
1035500 17.7292 17.7105 78.2724
1040250 18.0254 18.0073 79.1363
1045000 18.3322 18.3129 79.9209
1049750 18.6496 18.6308 82.3868
1054500 18.9865 18.9631 84.3984
1059250 19.3076 19.2833 79.5545
1064000 19.6056 19.5801 78.3584
1068750 19.8936 19.8657 78.3555
1073500 20.1924 20.1658 79.2632
1078250 20.4862 20.4587 78.1961
1083000 20.7676 20.7418 78.616
1087750 21.0575 21.0331 79.2415
1092500 21.3477 21.3225 79.269
1097250 21.6212 21.5951 80.0574
1102000 21.902 21.8781 78.8431
1106750 22.1902 22.165 79.953
1111500 22.4817 22.4577 79.881
1116250 22.7531 22.7315 79.9145
1121000 23.0467 23.0247 82.2329
1125750 23.3137 23.2959 79.0134
1130500 23.5902 23.5717 79.3807
1135250 23.8702 23.8494 78.9551
1140000 24.1421 24.1199 80.9002
1144750 24.4186 24.3951 81.0128
1149500 24.6955 24.6684 80.7776
1154250 24.966 24.9378 80.877
1159000 25.2444 25.2137 83.0044
1163750 25.5242 25.4926 83.2274
1168500 25.7921 25.7632 83.3556
1173250 26.0786 26.0483 82.6148
1178000 26.3467 26.3155 80.825
1182750 26.6315 26.5981 83.6542
1187500 26.9005 26.8675 81.7039
1192250 27.1658 27.1308 81.9059
1197000 27.4386 27.4036 81.9296
1201750 27.712 27.6747 82.8516
1206500 27.9771 27.9395 84.9323
1211250 28.2557 28.2164 85.3686
1216000 28.5278 28.4904 85.0174
1220750 28.7968 28.7609 83.843
1225500 29.0554 29.0224 82.3982
1230250 29.3333 29.2997 84.8805
1235000 29.618 29.5824 86.5234
1239750 29.8796 29.8471 85.3938
1244500 30.1343 30.1054 82.7664
1249250 30.3983 30.3718 84.9551
1254000 30.6807 30.6537 86.5675
1258750 30.9512 30.9246 86.7377
1263500 31.2117 31.1862 85.6621
1268250 31.4826 31.4589 87.5689
1273000 31.7621 31.7383 89.152
1277750 32.0237 32.004 87.3559
1282500 32.2942 32.2741 90.4341
1287250 32.5861 32.5636 89.2905
1292000 32.8678 32.8461 88.7873
1296750 33.1383 33.1169 88.073
1301500 33.3956 33.3767 88.3826
1306250 33.6735 33.6567 90.7866
1311000 33.9485 33.9371 88.7706
1315750 34.2174 34.2091 89.7353
1320500 34.4779 34.4749 89.2498
1325250 34.7524 34.7496 88.8971
1330000 35.0143 35.0102 88.904
1334750 35.2897 35.2854 91.8688
1339500 35.5658 35.56 91.6298
1344250 35.8321 35.8301 92.4807
1349000 36.1036 36.1055 92.2994
1353750 36.3906 36.3905 93.8772
1358500 36.6754 36.6782 94.0912
1363250 36.9596 36.9682 93.5863
1368000 37.2375 37.247 91.6937
1372750 37.516 37.5199 94.8763
1377500 37.8112 37.8114 96.6109
1382250 38.096 38.0994 94.1516
1387000 38.3702 38.3732 95.1175
1391750 38.6405 38.6432 93.0238
1396500 38.9037 38.9075 92.6666
1401250 39.1609 39.1646 92.1126
1406000 39.4126 39.4168 93.4176
1410750 39.6678 39.6784 92.8317
1415500 39.9338 39.9454 94.4403
1420250 40.2037 40.2127 93.8179
1425000 40.4642 40.4776 94.7334
1429750 40.7217 40.7383 94.832
1434500 40.9884 41.0066 94.3714
1439250 41.2405 41.261 94.0085
1444000 41.5156 41.5345 96.4335
1448750 41.8109 41.8291 98.2369
1453500 42.069 42.0919 96.3547
1458250 42.3435 42.3679 98.4573
1463000 42.6224 42.6453 99.096
1467750 42.9058 42.9246 99.4277
1472500 43.1602 43.1803 98.3885
1477250 43.4298 43.4452 98.6912
1482000 43.6951 43.7136 98.6445
1486750 43.9609 43.9799 100.769
1491500 44.2327 44.2509 100.194
1496250 44.5164 44.5335 102.183
1501000 44.8065 44.8203 102.568
1505750 45.0908 45.1091 103.396
1510500 45.3726 45.3887 103.95
1515250 45.6514 45.6662 101.537
1520000 45.9123 45.928 101.249
1524750 46.1716 46.1879 101.615
1529500 46.4386 46.4554 101.938
1534250 46.7171 46.7312 102.809
1539000 46.9823 46.9912 103.126
1543750 47.2569 47.2684 103.256
1548500 47.5493 47.5602 105.707
1553250 47.8247 47.8393 103.854
1558000 48.1206 48.129 110.059
1562750 48.4321 48.4407 105.597
1567500 48.7063 48.7181 105.517
1572250 48.9836 48.9958 107.248
1577000 49.2633 49.2788 105.645
1581750 49.5496 49.5661 107.99
1586500 49.8489 49.8634 109.547
1591250 50.144 50.1528 108.631
1596000 50.4347 50.4405 107.924
1600750 50.7023 50.7083 108.668
1605500 50.9774 50.9821 109.92
1610250 51.2678 51.276 111.084
1615000 51.5535 51.5666 109.76
1619750 51.8361 51.8515 110.399
1624500 52.1343 52.1457 110.456
1629250 52.4261 52.4381 113.538
1634000 52.7173 52.7263 113.48
1638750 52.9913 53.0058 110.538
1643500 53.2783 53.2916 112.341
1648250 53.5523 53.5656 111.852
1653000 53.8401 53.8555 111.724
1657750 54.1249 54.1393 112.585
1662500 54.4161 54.4291 113.64
1667250 54.6911 54.7074 113.387
1672000 55.006 55.0187 114.944
1676750 55.3153 55.3279 117.826
1681500 55.6028 55.6171 114.164
1686250 55.872 55.8873 112.523
1691000 56.1384 56.1565 112.615
1695750 56.4433 56.4554 114.102
1700500 56.7353 56.7486 115.066
1705250 57.0362 57.0454 115.881
1710000 57.3389 57.3429 116.021
1714750 57.6365 57.6403 119.603
1719500 57.9292 57.9319 117.574
1724250 58.213 58.2165 116.32
1729000 58.4991 58.5072 116.306
1733750 58.7866 58.8005 118.908
1738500 59.0832 59.0957 118.988
1743250 59.3669 59.3789 120.124
1748000 59.674 59.68 120.622
1752750 59.9766 59.9801 120.635
1757500 60.2788 60.2822 118.545
1762250 60.572 60.5783 121.349
1767000 60.8589 60.8662 117.326
1771750 61.1422 61.1489 118.585
1776500 61.4223 61.4337 121.691
1781250 61.7075 61.7212 120.683
1786000 61.9903 62.0041 120.829
1790750 62.2884 62.3028 120.828
1795500 62.5678 62.5806 118.708
1800250 62.8374 62.8475 118.557
1805000 63.1241 63.1359 121.089
1809750 63.3945 63.413 119.414
1814500 63.6714 63.6913 119.707
1819250 63.9574 63.9753 122.06
1824000 64.2565 64.2712 122.518
1828750 64.558 64.57 126.317
1833500 64.841 64.8551 122.324
1838250 65.1193 65.1283 121.42
1843000 65.3852 65.3976 122.458
1847750 65.663 65.674 123.661
1852500 65.9437 65.9566 122.325
1857250 66.2292 66.2453 121.303
1862000 66.5195 66.5338 123.16
1866750 66.8 66.8139 122.439
1871500 67.083 67.0975 123.492
1876250 67.3562 67.3747 126.717
1881000 67.6113 67.6351 124.218
1885750 67.904 67.9296 125.063
1890500 68.1917 68.2143 126.738
1895250 68.4888 68.5131 125.994
