#insert_number found notfound insert
796950 2.98178 2.97785 12.7695
801900 3.04532 3.04109 13.4226
806850 3.10944 3.10543 14.1316
811800 3.17952 3.17523 14.8914
816750 3.25683 3.25164 15.663
821700 3.33207 3.32711 16.4747
826650 3.41608 3.41057 17.4499
831600 3.50209 3.49652 18.4565
836550 3.59236 3.58691 19.6002
841500 3.68613 3.68111 20.7359
846450 3.79608 3.78995 22.1389
851400 3.90133 3.89588 23.514
856350 4.02048 4.01474 25.1902
861300 4.15028 4.14396 27.0694
866250 4.28838 4.28166 29.1219
871200 4.43341 4.42676 31.5956
876150 4.59379 4.58675 34.2616
881100 4.76458 4.75747 37.0508
886050 4.9549 4.94719 40.7984
891000 5.16189 5.15365 44.3363
895950 5.38628 5.37777 48.4398
900900 5.64047 5.63096 54.5247
905850 5.93455 5.92277 60.3413
910800 6.24404 6.23154 67.6602
915750 6.58577 6.57292 75.3431
920700 6.99702 6.98167 85.7636
925650 7.45601 7.43868 97.4244
930600 7.98771 7.9679 111.968
935550 8.58488 8.56364 132.305
940500 9.27313 9.25096 153.026
945450 10.0707 10.0485 175.711
950400 11.0101 10.9886 209.247
955350 12.129 12.1096 251.885
960300 13.5007 13.4843 311.563
965250 15.2552 15.2422 420.565
970200 17.7044 17.6914 567.582
975150 20.8893 20.8823 764.769
980100 25.0742 25.0847 1116.11
985050 31.9937 32.0224 1685.24
990000 44.2587 44.3207 3410.43
994950 49.369 49.4488 886.43
999900 53.0826 53.1651 777.485
1004850 56.1195 56.2077 687.04
1009800 58.8214 58.9135 568.043
1014750 61.2159 61.3197 543.876
1019700 63.9868 64.0893 609.458
1024650 66.7189 66.8127 632.068
1029600 69.0544 69.1539 542.357
1034550 71.5114 71.6102 533.085
1039500 73.9751 74.0723 514.846
1044450 76.3971 76.492 625.907
1049400 78.9513 79.0427 650.93
1054350 81.464 81.5555 536.265
1059300 83.8391 83.9345 559.324
1064250 86.359 86.4459 565.226
1069200 88.719 88.8042 595.805
1074150 91.1641 91.2417 511.791
1079100 93.5454 93.6127 524.936
1084050 96.0422 96.1063 610.824
1089000 98.3235 98.3871 517.254
1093950 100.634 100.694 549.412
1098900 102.767 102.833 550.63
1103850 104.915 104.978 521.74
1108800 106.891 106.962 505.754
1113750 109.204 109.266 568.351
1118700 111.356 111.419 506.742
1123650 113.44 113.5 510.916
1128600 115.908 115.961 563.686
1133550 118.12 118.176 499.579
1138500 120.056 120.124 496.304
1143450 122.119 122.19 582.103
1148400 124.43 124.493 574.387
1153350 126.403 126.471 553.284
1158300 128.494 128.554 606.595
1163250 130.689 130.742 603.335
1168200 132.864 132.915 522.277
1173150 134.96 134.999 525.571
1178100 137.316 137.338 563.979
1183050 139.143 139.178 482.215
1188000 140.894 140.942 479.813
1192950 142.826 142.87 514.13
1197900 144.84 144.883 536.874
1202850 146.883 146.922 503.118
1207800 148.808 148.849 557.909
1212750 150.773 150.821 530.708
1217700 152.754 152.808 533.186
1222650 154.614 154.675 579.347
1227600 156.629 156.683 525.332
1232550 158.672 158.72 599.32
1237500 160.843 160.883 577.77
1242450 162.762 162.804 547.552
1247400 164.421 164.473 507.093
1252350 166.23 166.281 558.644
1257300 168.142 168.205 604.931
1262250 170.204 170.283 571.346
1267200 172.439 172.506 603.78
1272150 174.549 174.622 646.546
1277100 176.589 176.666 557.92
1282050 178.465 178.55 621.385
1287000 180.358 180.432 552.136
1291950 182.343 182.42 572.979
1296900 184.252 184.334 587.14
1301850 186.263 186.339 603.06
1306800 188.251 188.328 573.687
1311750 190.075 190.162 563.828
1316700 192.11 192.191 604.57
1321650 195.082 195.153 682.06
1326600 197.246 197.333 644.521
1331550 199.598 199.687 668.173
1336500 201.937 202.018 589.983
1341450 203.972 204.054 583.35
1346400 206.069 206.135 778.754
1351350 208.019 208.096 606.269
1356300 210.184 210.279 669.902
1361250 212.568 212.67 611.288
1366200 214.701 214.804 635.068
1371150 216.599 216.717 578.124
1376100 218.417 218.536 673.959
1381050 220.599 220.722 622.589
1386000 222.885 223.002 697.352
1390950 225.417 225.542 775.584
1395900 227.633 227.749 633.277
1400850 229.533 229.66 649.02
1405800 231.545 231.67 602.909
1410750 233.941 234.073 723.746
1415700 236.021 236.169 649.039
1420650 238.148 238.28 701.954
1425600 240.658 240.793 663.721
1430550 242.971 243.107 637.426
1435500 244.99 245.12 697.384
1440450 247.164 247.292 632.877
1445400 249.351 249.479 679.77
1450350 251.381 251.522 676.802
1455300 253.375 253.515 699.516
1460250 255.448 255.578 680.164
1465200 257.83 257.956 695.556
1470150 260.466 260.594 809.933
1475100 263.11 263.232 794.574
1480050 265.693 265.828 774.479
1485000 268.37 268.487 806.891
1489950 271.099 271.205 706.183
1494900 273.431 273.55 661.857
1499850 275.617 275.755 731.412
1504800 277.773 277.917 678.232
1509750 279.954 280.095 680.375
1514700 282.41 282.564 777.884
1519650 284.529 284.673 705.946
1524600 286.549 286.701 701.047
1529550 288.751 288.881 686.992
1534500 290.774 290.909 695.821
1539450 292.978 293.093 758.133
1544400 295.308 295.423 781.451
1549350 297.628 297.755 734.061
1554300 299.762 299.899 739.501
1559250 301.676 301.822 676.319
1564200 303.532 303.694 733.384
1569150 305.5 305.671 752.82
1574100 307.667 307.829 699.479
1579050 309.806 309.972 771.961
1584000 312.201 312.35 860.703
1588950 314.387 314.518 709.875
1593900 316.427 316.546 742.11
1598850 318.647 318.758 819.342
1603800 320.976 321.098 816.896
1608750 323.489 323.629 791.963
1613700 325.686 325.816 735.047
1618650 327.784 327.9 896.459
1623600 330.035 330.16 760.887
1628550 332.312 332.443 764.378
1633500 334.547 334.701 772.948
1638450 337.074 337.221 935.702
1643400 339.526 339.673 768.528
1648350 341.8 341.94 737.403
1653300 344.034 344.15 802.766
1658250 346.368 346.501 779.728
1663200 348.56 348.685 768.322
1668150 350.667 350.794 832.506
1673100 353.135 353.251 952.615
1678050 355.419 355.543 779.678
1683000 357.637 357.774 755.541
1687950 359.835 359.961 771.434
1692900 361.951 362.081 773.549
1697850 364.054 364.214 803.481
1702800 366.257 366.427 796.567
1707750 368.61 368.758 871.531
1712700 370.817 370.971 824.331
1717650 373.269 373.4 831.684
1722600 375.519 375.662 847.316
1727550 377.945 378.061 798.502
1732500 380.181 380.295 800.029
1737450 382.409 382.525 811.999
1742400 384.686 384.801 805.665
1747350 387.005 387.113 814.078
1752300 389.293 389.406 827.521
1757250 391.683 391.789 849.654
1762200 394.126 394.231 826.892
1767150 396.408 396.52 830.347
1772100 398.319 398.436 773.171
1777050 400.24 400.359 773.907
1782000 402.046 402.187 769.239
1786950 404.006 404.156 804.282
1791900 405.98 406.114 780.508
1796850 408.12 408.241 830.441
1801800 410.446 410.544 831.592
1806750 412.477 412.561 833.142
1811700 414.405 414.494 855.326
1816650 416.564 416.641 868.403
1821600 418.697 418.764 840.432
1826550 420.811 420.889 940.681
1831500 422.976 423.058 834.188
1836450 425.605 425.693 925.559
1841400 427.924 428.001 813.786
1846350 430.257 430.324 962.53
1851300 432.62 432.697 843.928
1856250 434.489 434.563 819.6
1861200 436.634 436.728 845.232
1866150 438.695 438.785 827.009
1871100 440.847 440.944 868.419
1876050 442.907 443.003 833.787
1881000 444.993 445.116 855.24
1885950 447.055 447.175 871.591
1890900 449.152 449.27 842.86
1895850 451.09 451.21 848.24
1900800 453.366 453.502 1105.82
1905750 455.566 455.679 933.916
1910700 457.946 458.053 898.313
1915650 460.315 460.4 979.98
1920600 462.584 462.678 914.4
1925550 464.861 464.924 903.121
1930500 466.933 467.003 918.585
1935450 469.345 469.404 924.136
1940400 472.147 472.213 973.216
1945350 474.547 474.626 969.617
1950300 476.875 476.941 899.513
1955250 479.083 479.13 892.117
1960200 481.373 481.42 902.249
1965150 483.753 483.818 1015.83
1970100 485.869 485.958 911.772
1975050 487.973 488.078 875.365
