#insert_number found notfound insert
656600 1.96104 1.95932 4.76806
661500 1.98333 1.98123 4.89041
666400 2.00605 2.00363 5.02639
671300 2.02844 2.02604 5.16264
676200 2.05214 2.04956 5.30494
681100 2.07544 2.07303 5.45238
686000 2.10117 2.0984 5.61068
690900 2.12844 2.12509 5.76759
695800 2.15533 2.15178 5.93856
700700 2.18356 2.17967 6.12499
705600 2.21144 2.2076 6.31411
710500 2.23957 2.23597 6.50243
715400 2.27082 2.26685 6.71202
720300 2.30151 2.29763 6.92074
725200 2.33366 2.32977 7.15889
730100 2.36553 2.36203 7.40478
735000 2.39774 2.39484 7.66302
739900 2.43329 2.43044 7.93982
744800 2.47055 2.46766 8.23923
749700 2.51142 2.50796 8.52603
754600 2.55174 2.54824 8.84922
759500 2.59466 2.5909 9.17445
764400 2.63905 2.63509 9.54422
769300 2.68225 2.6788 9.90234
774200 2.73042 2.7268 10.3141
779100 2.77908 2.77563 10.7564
784000 2.83179 2.82812 11.2873
788900 2.88804 2.88392 11.8468
793800 2.94541 2.94116 12.3434
798700 3.00206 2.99839 12.9714
803600 3.06803 3.06367 13.6417
808500 3.13098 3.12714 14.3847
813400 3.20458 3.1999 15.1165
818300 3.27971 3.27463 15.8985
823200 3.3581 3.35278 16.756
828100 3.43978 3.43443 17.686
833000 3.52571 3.52041 18.736
837900 3.61769 3.61231 19.8544
842800 3.71431 3.70901 21.0867
847700 3.82009 3.81442 22.4781
852600 3.93056 3.92487 23.9666
857500 4.05049 4.04453 25.6193
862400 4.1826 4.17585 27.5872
867300 4.31493 4.30867 29.5235
872200 4.46423 4.45757 32.0633
877100 4.62469 4.61773 34.719
882000 4.79571 4.78875 37.7085
886900 4.9903 4.98237 41.3246
891800 5.19502 5.18693 44.9597
896700 5.42602 5.41707 49.3671
901600 5.67745 5.6679 55.1975
906500 5.97583 5.96372 61.3844
911400 6.28177 6.26937 68.3188
916300 6.62521 6.6124 76.3812
921200 7.04568 7.02975 86.379
926100 7.49961 7.48219 97.9777
931000 8.02557 8.00614 113.18
935900 8.62571 8.60469 133.28
940800 9.31555 9.2935 154.128
945700 10.1232 10.1005 176.906
950600 11.0563 11.0346 210.919
955500 12.1685 12.149 254.099
960400 13.5281 13.512 312.55
965300 15.2783 15.2652 421.351
970200 17.7044 17.6914 567.582
975100 20.8453 20.8383 762.279
980000 24.9787 24.9887 1076.41
984900 27.5365 27.5502 380.522
989800 29.1043 29.1215 326.37
994700 30.5719 30.5878 320.687
999600 31.8973 31.9178 289.786
1004500 33.1423 33.168 258.569
1009400 34.315 34.3396 260.341
1014300 35.4619 35.4889 268.866
1019200 36.6161 36.6396 259.842
1024100 37.7216 37.747 244.937
1029000 38.8162 38.8408 246.838
1033900 39.9512 39.9666 263.305
1038800 41.0561 41.0697 270.085
1043700 42.1071 42.1242 243.003
1048600 43.1589 43.1768 256.414
1053500 44.2112 44.2339 261.065
1058400 45.3904 45.4053 277.503
1063300 46.5141 46.5296 268.275
1068200 47.5693 47.5847 248.367
1073100 48.7287 48.737 275.504
1078000 49.8646 49.8649 284.067
1082900 51.0072 51.0004 256.54
1087800 52.0736 52.0657 253.185
1092700 53.1127 53.1034 288.774
1097600 54.1395 54.1353 271.717
1102500 55.1406 55.1364 263.758
1107400 56.1688 56.1641 255.764
1112300 57.0615 57.0576 249.612
1117200 58.0178 58.0165 241.929
1122100 59.0245 59.0127 264.828
1127000 60.0277 60.0173 258.094
1131900 60.9311 60.9305 232.765
1136800 61.8714 61.8702 242.237
1141700 62.8243 62.8275 245.132
1146600 63.7901 63.7937 247.37
1151500 64.6766 64.6707 245.867
1156400 65.5729 65.5626 235.577
1161300 66.4517 66.4392 252.325
1166200 67.3856 67.3762 240.904
1171100 68.3125 68.2925 248.986
1176000 69.2051 69.1852 249.46
1180900 70.0965 70.0743 242.745
1185800 70.9058 70.8853 242.82
1190700 71.8022 71.7776 249.377
1195600 72.6797 72.6593 253.138
1200500 73.5583 73.5338 255.818
1205400 74.3986 74.3759 243.419
1210300 75.2177 75.2008 254.53
1215200 76.1159 76.1008 246.712
1220100 76.9801 76.9638 246.672
1225000 77.8652 77.8581 245.895
1229900 78.8351 78.8205 263.498
1234800 79.8675 79.8479 277.874
1239700 80.7977 80.7852 259.84
1244600 81.7864 81.7672 278.684
1249500 82.6749 82.6562 262.057
1254400 83.4957 83.4918 245.543
1259300 84.3505 84.3424 267.556
1264200 85.2767 85.2693 261.92
1269100 86.2104 86.2044 271.816
1274000 87.1438 87.1418 267.631
1278900 88.0127 88.0095 268.586
1283800 88.8723 88.874 265.665
1288700 89.8128 89.8153 263.921
1293600 90.6795 90.6816 253.425
1298500 91.5404 91.5419 275.02
1303400 92.487 92.4866 277.494
1308300 93.4709 93.4757 292.937
1313200 94.5898 94.5844 354.106
1318100 95.6216 95.6195 280.814
1323000 96.5735 96.5785 291.657
1327900 97.6668 97.6799 302.481
1332800 98.679 98.6884 290.357
1337700 99.6435 99.6569 304.599
1342600 100.622 100.637 295.912
1347500 101.639 101.65 294.506
1352400 102.613 102.621 296.545
1357300 103.639 103.65 299.42
1362200 104.592 104.611 284.927
1367100 105.525 105.539 333.789
1372000 106.675 106.688 333.559
1376900 107.818 107.833 316.731
1381800 108.855 108.865 325.412
1386700 109.927 109.948 326.23
1391600 110.942 110.963 318.732
1396500 111.84 111.856 298.663
1401400 112.823 112.837 298.596
1406300 113.784 113.804 290.562
1411200 114.774 114.8 314.548
1416100 115.751 115.769 333.745
1421000 116.679 116.69 299.464
1425900 117.632 117.647 316.059
1430800 118.556 118.571 316.633
1435700 119.443 119.457 299.802
1440600 120.282 120.296 288.956
1445500 121.226 121.245 304.957
1450400 122.265 122.287 316.35
1455300 123.244 123.258 349.997
1460200 124.296 124.302 351.151
1465100 125.482 125.475 352.28
1470000 126.635 126.621 391.799
1474900 128.038 128.015 421.3
1479800 129.177 129.151 334.596
1484700 130.2 130.178 350.951
1489600 131.194 131.174 336.893
1494500 132.275 132.254 336.976
1499400 133.264 133.235 334.65
1504300 134.24 134.217 328.098
1509200 135.184 135.154 319.614
1514100 136.059 136.027 314.845
1519000 137.034 136.995 329.831
1523900 138.018 137.967 350.92
1528800 139.103 139.048 334.986
1533700 140.09 140.028 350.288
1538600 141.155 141.085 333.037
1543500 142.245 142.177 363.755
1548400 143.335 143.266 329.794
1553300 144.315 144.239 352.073
1558200 145.206 145.132 319.153
1563100 146.148 146.076 345.476
1568000 147.104 147.045 351.043
1572900 148.153 148.086 349.484
1577800 149.18 149.098 337.307
1582700 150.044 149.974 333.157
1587600 151.029 150.947 338.874
1592500 152.013 151.933 352.338
1597400 153.001 152.932 349.172
1602300 154.048 153.991 404.903
1607200 155.092 155.028 352.404
1612100 156.098 156.021 371.126
1617000 157.005 156.93 336.155
1621900 158.002 157.928 356.37
1626800 159.048 158.978 352.604
1631700 160.064 160.005 360.426
1636600 161.069 161.019 375.754
1641500 162.174 162.13 352.626
1646400 163.106 163.052 353.932
1651300 164.008 163.973 339.552
1656200 164.884 164.859 351.411
1661100 165.804 165.788 363.563
1666000 166.753 166.736 362.86
1670900 167.775 167.747 381.054
1675800 168.707 168.693 360.763
1680700 169.663 169.646 358.465
1685600 170.536 170.52 348.054
1690500 171.38 171.367 335.851
1695400 172.306 172.299 358.608
1700300 173.178 173.168 348.019
1705200 174.106 174.084 351.097
1710100 175.107 175.089 363.151
1715000 176.09 176.065 360.779
1719900 177.075 177.042 372.008
1724800 178.051 178.022 349.763
1729700 179.003 178.978 368.489
1734600 179.905 179.89 356.532
1739500 180.833 180.813 375.42
1744400 181.73 181.73 359.912
1749300 182.65 182.654 371.394
1754200 183.515 183.521 352.735
1759100 184.418 184.419 356.953
1764000 185.343 185.348 365.677
1768900 186.303 186.304 368.077
1773800 187.176 187.17 366.491
1778700 188.053 188.055 374.752
1783600 189.001 188.993 378.014
1788500 189.922 189.901 359.559
1793400 190.92 190.898 388.289
1798300 191.838 191.829 394.448
1803200 192.734 192.731 373.232
1808100 193.586 193.58 360.297
1813000 194.451 194.433 373.866
1817900 195.366 195.354 366.235
1822800 196.224 196.202 380.914
1827700 197.113 197.103 382.98
1832600 198.116 198.113 381.266
1837500 199.025 199.029 386.501
1842400 199.972 199.983 387.365
1847300 200.861 200.862 398.641
1852200 201.76 201.757 380.659
1857100 202.618 202.608 400.764
1862000 203.559 203.556 371.28
1866900 204.419 204.423 369.219
1871800 205.285 205.283 398.899
1876700 206.147 206.156 376.48
1881600 206.994 207.022 369.26
1886500 207.882 207.9 386.769
1891400 208.735 208.759 376.684
1896300 209.546 209.575 378.248
1901200 210.411 210.44 377.257
1906100 211.27 211.311 378.452
1911000 212.078 212.119 371.141
1915900 212.87 212.904 386.946
1920800 213.764 213.802 388.742
1925700 214.672 214.7 378.041
1930600 215.508 215.541 374.045
1935500 216.368 216.398 388.946
1940400 217.284 217.32 400.287
1945300 218.175 218.214 411.134
1950200 219.069 219.108 398.426
1955100 219.977 220.011 393.738
